complaint_id,complaint_text,expected_branch,expected_severity,expected_escalate_to_human
C255,Rechazaron mi factura del laboratorio sin darme ninguna explicacion. Quedo al pendiente de sus comentarios.,medical_expenses,2,False
C256,Necesito una copia de mi tabulador de honorarios medicos. Espero una respuesta pronta.,medical_expenses,1,False
C257,URGENTE: El taller autorizado entrego mi auto con los frenos fallando y casi choco en la autopista.,auto,3,True
C258,Me cobraron un deducible que no corresponde a mi plan de gastos medicos.,medical_expenses,2,False
C259,Reporte una fuga de agua y nadie ha visitado mi domicilio en dos semanas. Quedo al pendiente de sus comentarios.,home,2,False
C260,"Llevo un mes esperando el pago de la reparacion. Si hoy no tengo respuesta, presentare una demanda. Espero una respuesta pronta.",auto,3,True
C261,Buenas tardes. Mi reembolso de gastos medicos lleva dos meses en revision sin respuesta.,medical_expenses,2,False
C262,Quiero saber el estatus del dictamen de mi automovil. Quedo al pendiente de sus comentarios.,auto,1,False
C263,Buenas tardes. El cambio de beneficiarios que solicite hace un mes sigue sin aplicarse.,life,2,False
C264,Buenas tardes. Quiero saber el estatus del dictamen de mi automovil.,auto,1,False
C265,Buenas tardes. Me pueden confirmar si mi poliza de gastos medicos cubre consultas de nutricion?,medical_expenses,1,False
C266,Buenas tardes. Reporte una fuga de agua y nadie ha visitado mi domicilio en dos semanas.,home,2,False
C267,Estoy muy inconforme con el servicio. Me duplicaron el cobro de la prima de mi seguro de vida. Esta situacion no puede seguir asi.,life,2,False
C268,Es la tercera vez que envio la misma documentacion medica y siempre la pierden. Quedo al pendiente de sus comentarios.,medical_expenses,2,True
C269,Alguien cobro el seguro de vida de mi padre falsificando mi firma. Quedo al pendiente de sus comentarios.,life,3,True
C270,Buenas tardes. solisite mi constancia del seguro de vida ase un mes y no llega,life,2,False
C271,Necesito corregir el numero de placas registrado en mi poliza de auto. Quedo al pendiente de sus comentarios.,auto,1,False
C272,URGENTE: La aseguradora se niega a cubrir la perdida total de mi auto; son mas de 400 mil pesos.,auto,3,True
C273,Buenas tardes. Despues del sismo mi casa tiene cuarteaduras que la hacen inhabitable y no responden.,home,3,True
C274,URGENTE: Necesito saber que documento falta para completar el tramite de mi seguro de hogar.,home,1,False
C275,"Estoy muy inconforme con el servicio. No me han entregado el pago del seguro de vida de mi esposo, que fallecio hace tres meses. Esta situacion no puede seguir asi.",life,3,True
C276,Despues del sismo mi casa tiene cuarteaduras que la hacen inhabitable y no responden. Espero una respuesta pronta.,home,3,True
C277,Buenas tardes. reporte el robo en mi casa ase 15 dias y no e recibido ninguna llamada,home,2,False
C278,"yevo un mes sin q me autoricen la reparacion de mi coche, nadie contesta el telefono Quedo al pendiente de sus comentarios.",auto,2,False
C279,URGENTE: Creo que el ajustador altero el reporte del accidente para reducir el pago. Sospecho un fraude.,auto,3,True
C280,Alguien cobro el seguro de vida de mi padre falsificando mi firma.,life,3,True
C281,Que documentos necesito para agregar a mi esposa como beneficiaria? Espero una respuesta pronta.,life,1,False
C282,"Buenas tardes. Llevo un mes esperando el pago de la reparacion. Si hoy no tengo respuesta, presentare una demanda.",auto,3,True
C283,"Si no cubren el danio estructural de mi casa, mi abogado presentara una demanda esta semana.",home,3,True
C284,"URGENTE: Soy viuda, dependo del pago del seguro de vida y llevan medio anio sin resolver.",life,3,True
C285,URGENTE: Quiero conocer el estatus de mi reclamacion por el danio en la cocina.,home,1,False
C286,El asesor no me ha enviado el endoso de mi poliza de vida que prometio hace semanas. Espero una respuesta pronta.,life,2,False
C287,Estoy muy inconforme con el servicio. Negaron la autorizacion de mi quimioterapia y mi tratamiento no puede esperar. Esta situacion no puede seguir asi.,medical_expenses,3,True
C288,Mi reembolso de gastos medicos lleva dos meses en revision sin respuesta. Quedo al pendiente de sus comentarios.,medical_expenses,2,False
C289,Como actualizo la direccion registrada en mi poliza de hogar?,home,1,False
C290,Buenas tardes. Recibi por error el expediente medico de otro paciente; mis datos tambien pueden estar expuestos.,medical_expenses,3,True
C291,"Soy adulto mayor, dependo de mi oxigeno y la aseguradora suspendio el pago del equipo.",medical_expenses,3,True
C292,El proveedor que mando la aseguradora me pidio dinero en efectivo para agilizar el tramite; parece un fraude. Quedo al pendiente de sus comentarios.,home,3,True
C293,URGENTE: Es la tercera vez que envio la misma documentacion medica y siempre la pierden.,medical_expenses,2,True
C294,Estoy muy inconforme con el servicio. La aseguradora niega el pago del seguro de vida de mi madre; ya contrate un abogado para demandar. Esta situacion no puede seguir asi.,life,3,True
C295,Buenas tardes. Es la cuarta vez que reporto el mismo problema con la reparacion de mi auto y nadie lo resuelve.,auto,2,True
C296,El proveedor que mando la aseguradora me pidio dinero en efectivo para agilizar el tramite; parece un fraude. Espero una respuesta pronta.,home,3,True
C297,"Estoy muy inconforme con el servicio. yevo un mes sin q me autoricen la reparacion de mi coche, nadie contesta el telefono Esta situacion no puede seguir asi.",auto,2,False
C298,Me cobraron un deducible que no corresponde a mi plan de gastos medicos. Espero una respuesta pronta.,medical_expenses,2,False
C299,URGENTE: El asesor no me ha enviado el endoso de mi poliza de vida que prometio hace semanas.,life,2,False
C300,Quiero saber el estatus de mi solicitud de reembolso medico. Espero una respuesta pronta.,medical_expenses,1,False
